ch1,ch2,ch3,ch4,Value,Tag
799.010986328125,797.399291992187,814.725280761719,813.516479492188,R,HK
821.575073242187,834.468872070313,771.611694335938,810.293029785156,L,HK
828.827819824219,816.739929199219,777.655700683594,819.560424804688,L,HK
813.113525390625,801.025634765625,787.728942871094,823.186828613281,L,HK
795.384643554688,806.263732910156,798.608032226563,785.714294433594,L,HK
790.549438476563,799.816833496094,809.89013671875,774.029296875,L,HK
826.410278320313,804.249084472656,804.652038574219,832.05126953125,L,HK
799.010986328125,795.384643554688,817.142883300781,778.864440917969,L,HK
786.1171875,788.131896972656,812.710632324219,780.879150390625,L,HK
800.622680664062,794.175842285156,819.560424804688,796.190490722656,L,HK
794.981689453125,783.699645996094,828.424926757813,818.754577636719,L,HK
800.219787597656,792.564086914063,812.710632324219,824.798522949219,L,HK
802.637390136719,799.413940429688,818.754577636719,818.351623535156,L,HK
806.263732910156,802.637390136719,819.560424804688,805.457885742188,L,HK
794.175842285156,799.010986328125,809.084228515625,799.816833496094,L,HK
792.161193847656,795.384643554688,810.293029785156,797.802185058594,L,HK
801.428588867188,797.399291992187,797.802185058594,815.93408203125,L,HK
813.113525390625,800.219787597656,806.666687011719,816.336975097656,L,HK
817.142883300781,801.025634765625,805.457885742188,823.186828613281,L,HK
805.457885742188,801.025634765625,805.457885742188,815.531127929688,L,HK
815.93408203125,800.622680664062,801.831481933594,830.842468261719,L,HK
798.608032226563,796.996337890625,807.069580078125,799.816833496094,L,HK
791.758239746094,798.205139160156,818.754577636719,811.098876953125,L,HK
784.1025390625,803.443237304688,805.860778808594,755.091552734375,L,HK
804.652038574219,796.593383789063,809.084228515625,816.336975097656,L,HK
813.91943359375,784.505493164063,799.010986328125,811.098876953125,L,HK
800.622680664062,794.578735351563,805.054931640625,800.219787597656,L,HK
804.249084472656,805.457885742188,789.340637207031,798.608032226563,L,HK
827.216125488281,820.769226074219,811.501831054687,834.06591796875,L,HK
812.710632324219,801.831481933594,810.695983886719,828.02197265625,L,HK
807.472534179687,802.637390136719,806.666687011719,808.681335449219,L,HK
810.695983886719,799.010986328125,808.681335449219,806.263732910156,L,HK
772.417602539062,788.534790039062,807.069580078125,788.937744140625,L,HK
784.908447265625,801.831481933594,821.575073242187,797.802185058594,L,HK
804.652038574219,795.384643554688,802.637390136719,808.681335449219,L,HK
776.849792480469,789.340637207031,824.798522949219,783.296691894531,L,HK
805.457885742188,796.190490722656,806.666687011719,803.846130371094,L,HK
807.472534179687,804.249084472656,809.084228515625,815.531127929688,L,HK
803.443237304688,794.175842285156,801.025634765625,815.531127929688,L,HK
791.355285644531,783.699645996094,816.739929199219,797.802185058594,L,HK
781.684997558594,781.684997558594,823.589721679688,797.399291992187,L,HK
799.816833496094,805.860778808594,802.234436035156,817.94873046875,L,HK
806.666687011719,803.040283203125,808.278381347656,810.293029785156,L,HK
826.813171386719,801.025634765625,806.263732910156,815.531127929688,L,HK
813.113525390625,797.802185058594,809.89013671875,799.010986328125,L,HK
801.428588867188,804.652038574219,807.87548828125,804.249084472656,L,HK
810.293029785156,792.161193847656,806.666687011719,818.351623535156,L,HK
803.846130371094,801.831481933594,812.710632324219,814.725280761719,L,HK
784.908447265625,786.520141601563,818.754577636719,788.937744140625,L,HK
792.967041015625,808.278381347656,803.846130371094,788.534790039062,L,HK
826.813171386719,799.816833496094,806.263732910156,819.96337890625,L,HK
812.307678222656,799.816833496094,811.90478515625,819.560424804688,L,HK
805.457885742188,801.428588867188,805.457885742188,806.666687011719,L,HK
803.040283203125,798.608032226563,810.293029785156,803.443237304688,L,HK
797.399291992187,796.190490722656,803.443237304688,805.054931640625,L,HK
808.278381347656,789.743591308594,801.428588867188,816.739929199219,L,HK
805.860778808594,794.981689453125,803.040283203125,818.351623535156,L,HK
804.652038574219,799.816833496094,809.487182617188,806.666687011719,L,HK
813.91943359375,800.219787597656,802.637390136719,809.89013671875,L,HK
812.710632324219,798.608032226563,814.322326660156,812.710632324219,L,HK
809.487182617188,799.010986328125,815.128234863281,807.069580078125,L,HK
780.476196289063,790.952392578125,809.487182617188,773.626403808594,L,HK
802.234436035156,797.802185058594,806.263732910156,806.666687011719,L,HK
804.652038574219,794.578735351563,801.831481933594,810.695983886719,L,HK
804.249084472656,794.175842285156,811.90478515625,803.846130371094,L,HK
805.457885742188,795.787536621094,817.142883300781,809.084228515625,L,HK
788.131896972656,794.981689453125,803.846130371094,800.219787597656,L,HK
803.040283203125,792.564086914063,804.249084472656,809.084228515625,L,HK
794.578735351563,787.325988769531,799.413940429688,805.054931640625,L,HK
813.516479492188,791.758239746094,808.278381347656,807.472534179687,L,HK
805.054931640625,798.205139160156,812.710632324219,809.89013671875,L,HK
820.366271972656,802.234436035156,809.084228515625,820.769226074219,L,HK
817.142883300781,817.94873046875,788.937744140625,813.91943359375,L,HK
806.263732910156,804.652038574219,809.084228515625,806.263732910156,L,HK
798.205139160156,794.578735351563,809.89013671875,802.637390136719,L,HK
780.0732421875,788.131896972656,823.186828613281,792.161193847656,L,HK
779.670349121094,796.996337890625,808.278381347656,793.369934082031,L,HK
809.084228515625,794.175842285156,801.428588867188,796.593383789063,L,HK
809.084228515625,802.637390136719,809.487182617188,797.399291992187,L,HK
799.816833496094,797.399291992187,798.608032226563,795.384643554688,L,HK
819.96337890625,800.622680664062,799.816833496094,817.142883300781,L,HK
806.666687011719,799.010986328125,802.234436035156,807.87548828125,L,HK
817.545776367188,794.578735351563,805.457885742188,803.846130371094,L,HK
804.249084472656,807.069580078125,806.666687011719,796.593383789063,L,HK
793.772888183594,793.369934082031,803.846130371094,805.457885742188,L,HK
811.098876953125,797.802185058594,804.249084472656,809.487182617188,L,HK
797.399291992187,797.802185058594,804.249084472656,795.787536621094,L,HK
804.249084472656,790.549438476563,791.355285644531,802.234436035156,L,HK
800.622680664062,786.923095703125,800.219787597656,808.278381347656,L,HK
803.040283203125,796.190490722656,800.219787597656,809.487182617188,L,HK
803.846130371094,791.355285644531,803.846130371094,813.91943359375,L,HK
815.93408203125,799.413940429688,801.831481933594,799.816833496094,L,HK
803.443237304688,794.981689453125,804.652038574219,805.860778808594,L,HK
800.622680664062,787.325988769531,800.219787597656,810.293029785156,L,HK
807.069580078125,791.355285644531,802.637390136719,804.652038574219,L,HK
805.457885742188,805.860778808594,814.725280761719,810.695983886719,L,HK
784.505493164063,796.996337890625,810.695983886719,788.534790039062,L,HK
820.366271972656,811.098876953125,802.637390136719,814.322326660156,L,HK
802.637390136719,799.816833496094,806.263732910156,811.90478515625,L,HK
796.593383789063,801.831481933594,809.084228515625,794.981689453125,L,HK
801.025634765625,795.787536621094,801.428588867188,796.190490722656,L,HK
804.249084472656,792.161193847656,811.098876953125,809.084228515625,L,HK
800.219787597656,793.369934082031,812.307678222656,805.054931640625,L,HK
795.384643554688,795.384643554688,809.084228515625,790.952392578125,L,HK
803.040283203125,796.190490722656,804.652038574219,801.025634765625,L,HK
792.967041015625,798.205139160156,808.278381347656,799.816833496094,L,HK
800.219787597656,797.802185058594,808.681335449219,815.93408203125,L,HK
788.937744140625,803.846130371094,809.487182617188,796.190490722656,L,HK
799.010986328125,794.175842285156,807.87548828125,796.996337890625,L,HK
809.084228515625,801.025634765625,809.084228515625,809.084228515625,L,HK
797.399291992187,808.278381347656,800.219787597656,796.996337890625,L,HK
811.501831054687,800.219787597656,806.263732910156,806.666687011719,L,HK
802.637390136719,790.146545410156,806.666687011719,792.967041015625,L,HK
815.531127929688,801.428588867188,805.860778808594,810.293029785156,L,HK
805.054931640625,800.219787597656,815.128234863281,807.87548828125,L,HK
800.219787597656,794.175842285156,801.428588867188,803.846130371094,L,HK
794.981689453125,794.981689453125,808.681335449219,805.457885742188,L,HK
794.981689453125,801.831481933594,802.637390136719,794.981689453125,L,HK
807.472534179687,806.263732910156,806.263732910156,819.96337890625,L,HK
800.219787597656,803.040283203125,803.040283203125,803.846130371094,L,HK
801.428588867188,805.860778808594,812.307678222656,798.608032226563,L,HK
802.234436035156,798.205139160156,808.278381347656,809.084228515625,L,HK
801.428588867188,816.336975097656,795.384643554688,824.395629882813,L,HK
800.622680664062,792.564086914063,809.487182617188,809.487182617188,L,HK
793.772888183594,796.190490722656,808.278381347656,798.608032226563,L,HK
804.249084472656,776.849792480469,819.96337890625,807.87548828125,L,HK
813.113525390625,807.069580078125,802.637390136719,811.90478515625,L,HK
800.622680664062,794.175842285156,803.846130371094,814.725280761719,L,HK
812.710632324219,810.293029785156,795.384643554688,802.234436035156,L,HK
793.369934082031,796.190490722656,811.90478515625,799.816833496094,L,HK
807.472534179687,796.190490722656,805.457885742188,812.307678222656,L,HK
805.457885742188,812.710632324219,793.369934082031,797.399291992187,L,HK
818.754577636719,797.802185058594,808.278381347656,810.695983886719,L,HK
807.87548828125,799.010986328125,804.652038574219,793.369934082031,L,HK
798.205139160156,796.593383789063,802.637390136719,795.787536621094,L,HK
801.831481933594,795.787536621094,805.860778808594,805.054931640625,L,HK
786.923095703125,789.743591308594,811.098876953125,798.205139160156,L,HK
800.219787597656,796.593383789063,811.501831054687,798.205139160156,L,HK
808.278381347656,800.219787597656,805.860778808594,797.802185058594,L,HK
799.816833496094,792.967041015625,809.487182617188,810.695983886719,L,HK
805.457885742188,794.175842285156,808.681335449219,813.91943359375,L,HK
805.860778808594,803.443237304688,807.472534179687,796.996337890625,L,HK
812.307678222656,797.802185058594,807.069580078125,799.010986328125,L,HK
792.967041015625,796.593383789063,813.113525390625,800.219787597656,L,HK
821.575073242187,805.457885742188,808.681335449219,824.798522949219,L,HK
791.758239746094,795.787536621094,809.89013671875,786.923095703125,L,HK
811.90478515625,811.90478515625,806.263732910156,800.219787597656,L,HK
811.501831054687,790.146545410156,799.816833496094,805.860778808594,L,HK
792.161193847656,797.399291992187,803.846130371094,792.564086914063,L,HK
816.739929199219,793.369934082031,806.263732910156,815.531127929688,L,HK
803.846130371094,795.384643554688,810.293029785156,791.355285644531,L,HK
803.846130371094,789.340637207031,802.234436035156,793.369934082031,L,HK
803.443237304688,793.369934082031,797.802185058594,806.666687011719,L,HK
809.89013671875,814.322326660156,803.040283203125,813.113525390625,L,HK
809.487182617188,794.578735351563,803.846130371094,797.399291992187,L,HK
794.175842285156,799.010986328125,803.040283203125,793.772888183594,L,HK
790.952392578125,796.190490722656,803.846130371094,787.728942871094,L,HK
819.157531738281,799.816833496094,809.89013671875,823.186828613281,L,HK
838.09521484375,813.516479492188,790.146545410156,825.201477050781,L,HK
811.098876953125,798.205139160156,803.443237304688,804.652038574219,L,HK
801.831481933594,798.608032226563,809.89013671875,798.205139160156,L,HK
805.860778808594,796.593383789063,808.681335449219,805.860778808594,L,HK
799.010986328125,792.161193847656,809.487182617188,803.443237304688,L,HK
799.010986328125,795.384643554688,810.293029785156,796.190490722656,L,HK
799.413940429688,801.428588867188,801.428588867188,802.234436035156,L,HK
792.564086914063,801.428588867188,801.831481933594,799.816833496094,L,HK
802.234436035156,794.578735351563,805.054931640625,811.098876953125,L,HK
809.89013671875,796.593383789063,800.219787597656,806.263732910156,L,HK
795.787536621094,801.428588867188,808.278381347656,784.1025390625,L,HK
808.681335449219,795.787536621094,805.860778808594,803.846130371094,L,HK
800.219787597656,797.399291992187,809.487182617188,799.413940429688,L,HK
787.728942871094,794.175842285156,803.846130371094,789.340637207031,L,HK
809.084228515625,794.175842285156,805.054931640625,803.846130371094,L,HK
805.054931640625,796.593383789063,807.87548828125,799.010986328125,L,HK
808.681335449219,797.399291992187,806.666687011719,807.472534179687,L,HK
817.142883300781,810.293029785156,797.802185058594,811.90478515625,L,HK
817.545776367188,792.564086914063,811.098876953125,823.589721679688,L,HK
815.128234863281,803.846130371094,809.487182617188,807.472534179687,L,HK
801.428588867188,792.564086914063,809.084228515625,794.578735351563,L,HK
818.754577636719,803.040283203125,807.472534179687,820.366271972656,L,HK
801.025634765625,798.608032226563,807.87548828125,803.443237304688,L,HK
807.472534179687,790.549438476563,807.069580078125,795.787536621094,L,HK
814.725280761719,793.369934082031,807.069580078125,797.802185058594,L,HK
810.695983886719,807.87548828125,790.952392578125,803.040283203125,L,HK
803.040283203125,798.608032226563,800.219787597656,809.89013671875,L,HK
805.457885742188,798.205139160156,803.443237304688,815.531127929688,L,HK
795.787536621094,801.428588867188,804.652038574219,786.923095703125,L,HK
797.802185058594,798.205139160156,790.146545410156,794.175842285156,L,HK
804.652038574219,792.967041015625,803.040283203125,810.293029785156,L,HK
814.725280761719,797.802185058594,804.652038574219,812.710632324219,L,HK
786.520141601563,792.564086914063,805.054931640625,774.029296875,L,HK
798.608032226563,796.996337890625,808.681335449219,800.219787597656,L,HK
794.175842285156,803.040283203125,809.084228515625,813.113525390625,L,HK
807.069580078125,798.608032226563,801.428588867188,804.249084472656,L,HK
790.952392578125,795.787536621094,805.860778808594,805.860778808594,L,HK
795.787536621094,798.205139160156,806.666687011719,785.311340332031,L,HK
803.040283203125,796.190490722656,808.278381347656,809.084228515625,L,HK
813.113525390625,802.234436035156,805.457885742188,808.278381347656,L,HK
803.846130371094,800.219787597656,803.846130371094,802.234436035156,L,HK
801.025634765625,789.743591308594,806.666687011719,806.666687011719,L,HK
803.040283203125,799.413940429688,801.025634765625,799.816833496094,L,HK
802.637390136719,794.175842285156,803.040283203125,812.307678222656,L,HK
796.190490722656,792.564086914063,804.652038574219,803.040283203125,L,HK
801.025634765625,793.369934082031,799.413940429688,796.593383789063,L,HK
801.025634765625,806.263732910156,803.846130371094,799.413940429688,L,HK
797.399291992187,788.937744140625,805.860778808594,805.860778808594,L,HK
798.205139160156,795.384643554688,813.113525390625,817.545776367188,L,HK
811.501831054687,807.87548828125,791.355285644531,795.787536621094,L,HK
801.428588867188,795.787536621094,813.91943359375,796.190490722656,L,HK
796.190490722656,793.369934082031,803.040283203125,802.234436035156,L,HK
796.593383789063,797.399291992187,804.652038574219,799.413940429688,L,HK
799.816833496094,797.399291992187,809.487182617188,805.860778808594,L,HK
808.278381347656,797.802185058594,810.695983886719,807.472534179687,L,HK
809.084228515625,806.263732910156,807.472534179687,811.098876953125,L,HK
802.234436035156,799.816833496094,806.263732910156,798.205139160156,L,HK
799.010986328125,797.802185058594,807.87548828125,797.802185058594,L,HK
811.90478515625,795.384643554688,803.443237304688,806.666687011719,L,HK
803.443237304688,799.816833496094,812.710632324219,810.695983886719,L,HK
802.637390136719,790.549438476563,799.816833496094,804.249084472656,L,HK
804.249084472656,794.578735351563,800.219787597656,800.219787597656,L,HK
806.263732910156,797.399291992187,805.860778808594,799.010986328125,L,HK
805.054931640625,799.010986328125,806.263732910156,811.098876953125,L,HK
821.575073242187,792.967041015625,803.846130371094,810.293029785156,L,HK
817.545776367188,802.637390136719,797.802185058594,796.190490722656,L,HK
800.219787597656,793.369934082031,809.487182617188,801.831481933594,L,HK
806.263732910156,794.981689453125,808.681335449219,812.307678222656,L,HK
809.084228515625,796.593383789063,806.666687011719,808.278381347656,L,HK
797.802185058594,793.772888183594,796.996337890625,788.937744140625,L,HK
798.205139160156,801.428588867188,807.472534179687,792.161193847656,L,HK
800.219787597656,796.593383789063,800.622680664062,804.249084472656,L,HK
800.622680664062,787.728942871094,808.278381347656,815.531127929688,L,HK
809.084228515625,795.384643554688,801.428588867188,797.399291992187,L,HK
811.098876953125,801.025634765625,801.831481933594,803.040283203125,L,HK
800.622680664062,798.205139160156,806.666687011719,806.263732910156,L,HK
807.069580078125,803.443237304688,792.161193847656,806.666687011719,L,HK
796.190490722656,793.772888183594,802.234436035156,808.278381347656,L,HK
793.369934082031,799.816833496094,804.249084472656,782.490844726563,L,HK
788.534790039062,792.967041015625,804.249084472656,791.758239746094,L,HK
798.205139160156,796.190490722656,794.578735351563,811.501831054687,L,HK
811.501831054687,794.578735351563,813.113525390625,820.366271972656,L,HK
806.263732910156,785.714294433594,807.472534179687,793.369934082031,L,HK
792.161193847656,789.340637207031,799.010986328125,795.384643554688,L,HK
790.952392578125,796.190490722656,815.93408203125,811.098876953125,L,HK
808.681335449219,788.534790039062,804.652038574219,813.113525390625,L,HK
803.040283203125,792.967041015625,805.457885742188,810.293029785156,L,HK
796.190490722656,791.355285644531,812.307678222656,794.981689453125,L,HK
801.831481933594,791.355285644531,805.054931640625,797.399291992187,L,HK
796.996337890625,787.728942871094,805.054931640625,812.307678222656,L,HK
798.205139160156,790.146545410156,803.443237304688,802.234436035156,L,HK
800.622680664062,788.131896972656,803.040283203125,791.758239746094,L,HK
798.608032226563,811.098876953125,797.399291992187,788.534790039062,L,HK
805.457885742188,793.369934082031,811.501831054687,826.00732421875,L,HK
808.278381347656,795.787536621094,801.025634765625,800.219787597656,L,HK
797.399291992187,793.369934082031,803.846130371094,787.728942871094,L,HK
803.040283203125,795.787536621094,803.443237304688,796.190490722656,L,HK
808.278381347656,801.025634765625,799.010986328125,802.637390136719,L,HK
808.681335449219,794.578735351563,802.234436035156,808.681335449219,L,HK
808.278381347656,790.952392578125,809.89013671875,796.593383789063,L,HK
785.311340332031,814.322326660156,801.831481933594,772.0146484375,L,HK
800.622680664062,790.952392578125,801.428588867188,805.860778808594,L,HK
809.084228515625,789.743591308594,803.443237304688,815.93408203125,L,HK
792.161193847656,802.637390136719,808.278381347656,790.952392578125,L,HK
800.219787597656,790.952392578125,806.666687011719,802.234436035156,L,HK
794.981689453125,797.399291992187,809.084228515625,800.219787597656,L,HK
804.652038574219,798.608032226563,807.069580078125,811.90478515625,L,HK
815.531127929688,794.175842285156,801.831481933594,813.113525390625,L,HK
794.578735351563,809.084228515625,803.846130371094,789.743591308594,L,HK
813.91943359375,797.802185058594,809.487182617188,817.94873046875,L,HK
802.637390136719,792.967041015625,799.010986328125,811.098876953125,L,HK
805.457885742188,798.608032226563,806.666687011719,803.846130371094,L,HK
813.113525390625,789.743591308594,804.249084472656,810.293029785156,L,HK
811.501831054687,796.996337890625,805.860778808594,807.87548828125,L,HK
796.593383789063,793.369934082031,809.487182617188,812.710632324219,L,HK
821.97802734375,799.413940429688,803.443237304688,817.142883300781,L,HK
815.531127929688,794.981689453125,805.860778808594,811.90478515625,L,HK
817.545776367188,801.025634765625,804.249084472656,807.472534179687,L,HK
801.831481933594,801.025634765625,806.666687011719,814.322326660156,L,HK
807.87548828125,803.040283203125,803.846130371094,805.860778808594,L,HK
810.293029785156,803.040283203125,801.831481933594,805.054931640625,L,HK
804.652038574219,790.146545410156,799.010986328125,795.384643554688,L,HK
790.146545410156,789.743591308594,805.860778808594,797.802185058594,L,HK
788.937744140625,776.446899414063,796.996337890625,805.054931640625,L,HK
801.025634765625,796.593383789063,799.010986328125,806.666687011719,L,HK
801.025634765625,821.575073242187,795.384643554688,788.534790039062,L,HK
811.90478515625,812.307678222656,807.87548828125,801.831481933594,L,HK
809.084228515625,801.831481933594,809.487182617188,802.637390136719,L,HK
807.472534179687,797.399291992187,806.666687011719,810.695983886719,L,HK
818.754577636719,799.413940429688,805.054931640625,813.516479492188,L,HK
801.831481933594,799.010986328125,805.860778808594,792.161193847656,L,HK
805.860778808594,794.175842285156,805.860778808594,794.578735351563,L,HK
805.860778808594,799.010986328125,802.234436035156,804.249084472656,L,HK
801.831481933594,796.190490722656,806.666687011719,813.113525390625,L,HK
805.860778808594,801.025634765625,805.457885742188,803.443237304688,L,HK
789.743591308594,791.355285644531,801.428588867188,788.131896972656,L,HK
784.1025390625,801.428588867188,804.652038574219,780.879150390625,L,HK
794.175842285156,793.369934082031,805.457885742188,804.652038574219,L,HK
806.263732910156,784.505493164063,796.996337890625,815.531127929688,L,HK
799.413940429688,788.131896972656,799.413940429688,790.549438476563,L,HK
805.054931640625,793.772888183594,806.263732910156,807.069580078125,L,HK
812.307678222656,799.010986328125,802.234436035156,806.263732910156,L,HK
804.249084472656,800.219787597656,800.622680664062,798.608032226563,L,HK
790.549438476563,787.325988769531,800.622680664062,788.131896972656,L,HK
796.996337890625,799.816833496094,807.472534179687,782.490844726563,L,HK
796.593383789063,797.399291992187,807.472534179687,812.307678222656,L,HK
815.128234863281,798.205139160156,800.622680664062,822.380981445312,L,HK
809.487182617188,792.161193847656,807.069580078125,804.652038574219,L,HK
804.652038574219,792.161193847656,800.219787597656,794.981689453125,L,HK
